Logische Periode ; Endzeitstempel ; Wert ; Status ; Tarif 
09.07.2018;16:30:00;250;W;T0 
09.07.2018;16:45:00;165;W;T0 
09.07.2018;17:00:00;237,5;W;T0 
09.07.2018;17:15:00;275;W;T0 
09.07.2018;17:30:00;262,5;W;T0 
09.07.2018;17:45:00;117,5;W;T0 
09.07.2018;18:00:00;232,5;W;T0 
09.07.2018;18:15:00;210;W;T0 
09.07.2018;18:30:00;105;W;T0 
09.07.2018;18:45:00;250;W;T0 
09.07.2018;19:00:00;252,5;W;T0 
09.07.2018;19:15:00;195;W;T0 
09.07.2018;19:30:00;170;W;T0 
09.07.2018;19:45:00;100;W;T0 
09.07.2018;20:00:00;117,5;W;T0 
09.07.2018;20:15:00;77,5;W;T0 
09.07.2018;20:30:00;7,5;W;T0 
09.07.2018;20:45:00;27,5;W;T0 
09.07.2018;21:00:00;22,5;W;T0 
09.07.2018;21:15:00;35;W;T0 
09.07.2018;21:30:00;22,5;W;T0 
09.07.2018;21:45:00;80;W;T0 
09.07.2018;22:00:00;360;W;T0 
09.07.2018;22:15:00;315;W;T0 
09.07.2018;22:30:00;262,5;W;T0 
09.07.2018;22:45:00;280;W;T0 
09.07.2018;23:00:00;197,5;W;T0 
09.07.2018;23:15:00;225;W;T0 
09.07.2018;23:30:00;230;W;T0 
09.07.2018;23:45:00;215;W;T0 
10.07.2018;00:00:00;200;W;T0 
10.07.2018;00:15:00;132,5;W;T0 
10.07.2018;00:30:00;32,5;W;T0 
10.07.2018;00:45:00;0;W;T0 
10.07.2018;01:00:00;2,5;W;T0 
10.07.2018;01:15:00;0;W;T0 
10.07.2018;01:30:00;0;W;T0 
10.07.2018;01:45:00;0;W;T0 
10.07.2018;02:00:00;2,5;W;T0 
10.07.2018;02:15:00;147,5;W;T0 
10.07.2018;02:30:00;250;W;T0 
10.07.2018;02:45:00;375;W;T0 
10.07.2018;03:00:00;210;W;T0 
10.07.2018;03:15:00;127,5;W;T0 
10.07.2018;03:30:00;20;W;T0 
10.07.2018;03:45:00;0;W;T0 
10.07.2018;04:00:00;0;W;T0 
10.07.2018;04:15:00;0;W;T0 
10.07.2018;04:30:00;0;W;T0 
10.07.2018;04:45:00;0;W;T0 
10.07.2018;05:00:00;0;W;T0 
10.07.2018;05:15:00;0;W;T0 
10.07.2018;05:30:00;0;W;T0 
10.07.2018;05:45:00;0;W;T0 
10.07.2018;06:00:00;0;W;T0 
10.07.2018;06:15:00;0;W;T0 
10.07.2018;06:30:00;0;W;T0 
10.07.2018;06:45:00;0;W;T0 
10.07.2018;07:00:00;0;W;T0 
10.07.2018;07:15:00;2,5;W;T0 
10.07.2018;07:30:00;0;W;T0 
10.07.2018;07:45:00;0;W;T0 
10.07.2018;08:00:00;2,5;W;T0 
10.07.2018;08:15:00;37,5;W;T0 
10.07.2018;08:30:00;50;W;T0 
10.07.2018;08:45:00;85;W;T0 
10.07.2018;09:00:00;110;W;T0 
10.07.2018;09:15:00;130;W;T0 
10.07.2018;09:30:00;90;W;T0 
10.07.2018;09:45:00;110;W;T0 
10.07.2018;10:00:00;135;W;T0 
10.07.2018;10:15:00;85;W;T0 
10.07.2018;10:30:00;77,5;W;T0 
10.07.2018;10:45:00;72,5;W;T0 
10.07.2018;11:00:00;62,5;W;T0 
10.07.2018;11:15:00;82,5;W;T0 
10.07.2018;11:30:00;75;W;T0 
10.07.2018;11:45:00;92,5;W;T0 
10.07.2018;12:00:00;95;W;T0 
10.07.2018;12:15:00;77,5;W;T0 
10.07.2018;12:30:00;67,5;W;T0 
10.07.2018;12:45:00;85;W;T0 
10.07.2018;13:00:00;77,5;W;T0 
10.07.2018;13:15:00;112,5;W;T0 
10.07.2018;13:30:00;125;W;T0 
10.07.2018;13:45:00;132,5;W;T0 
10.07.2018;14:00:00;190;W;T0 
10.07.2018;14:15:00;177,5;W;T0 
10.07.2018;14:30:00;217,5;W;T0 
10.07.2018;14:45:00;432,5;W;T0 
10.07.2018;15:00:00;562,5;W;T0 
10.07.2018;15:15:00;637,5;W;T0 
10.07.2018;15:30:00;692,5;W;T0 
10.07.2018;15:45:00;805;W;T0 
10.07.2018;16:00:00;705;W;T0 
10.07.2018;16:15:00;552,5;W;T0 
10.07.2018;16:30:00;337,5;W;T0 
10.07.2018;16:45:00;272,5;W;T0 
10.07.2018;17:00:00;255;W;T0 
10.07.2018;17:15:00;127,5;W;T0 
10.07.2018;17:30:00;142,5;W;T0 
10.07.2018;17:45:00;160;W;T0 
10.07.2018;18:00:00;2,5;W;T0 
10.07.2018;18:15:00;0;W;T0 
10.07.2018;18:30:00;0;W;T0 
10.07.2018;18:45:00;0;W;T0 
10.07.2018;19:00:00;0;W;T0 
10.07.2018;19:15:00;0;W;T0 
10.07.2018;19:30:00;47,5;W;T0 
10.07.2018;19:45:00;115;W;T0 
10.07.2018;20:00:00;60;W;T0 
10.07.2018;20:15:00;45;W;T0 
10.07.2018;20:30:00;57,5;W;T0 
10.07.2018;20:45:00;42,5;W;T0 
10.07.2018;21:00:00;35;W;T0 
10.07.2018;21:15:00;45;W;T0 
10.07.2018;21:30:00;67,5;W;T0 
10.07.2018;21:45:00;50;W;T0 
10.07.2018;22:00:00;65;W;T0 
10.07.2018;22:15:00;90;W;T0 
10.07.2018;22:30:00;87,5;W;T0 
10.07.2018;22:45:00;72,5;W;T0 
10.07.2018;23:00:00;27,5;W;T0 
10.07.2018;23:15:00;25;W;T0 
10.07.2018;23:30:00;55;W;T0 
10.07.2018;23:45:00;32,5;W;T0 
11.07.2018;00:00:00;0;W;T0 
11.07.2018;00:15:00;0;W;T0 
11.07.2018;00:30:00;0;W;T0 
11.07.2018;00:45:00;0;W;T0 
11.07.2018;01:00:00;0;W;T0 
11.07.2018;01:15:00;0;W;T0 
11.07.2018;01:30:00;0;W;T0 
11.07.2018;01:45:00;0;W;T0 
11.07.2018;02:00:00;0;W;T0 
11.07.2018;02:15:00;0;W;T0 
11.07.2018;02:30:00;0;W;T0 
11.07.2018;02:45:00;0;W;T0 
11.07.2018;03:00:00;0;W;T0 
11.07.2018;03:15:00;0;W;T0 
11.07.2018;03:30:00;0;W;T0 
11.07.2018;03:45:00;0;W;T0 
11.07.2018;04:00:00;0;W;T0 
11.07.2018;04:15:00;0;W;T0 
11.07.2018;04:30:00;0;W;T0 
11.07.2018;04:45:00;0;W;T0 
11.07.2018;05:00:00;0;W;T0 
11.07.2018;05:15:00;0;W;T0 
11.07.2018;05:30:00;0;W;T0 
11.07.2018;05:45:00;0;W;T0 
11.07.2018;06:00:00;0;W;T0 
11.07.2018;06:15:00;0;W;T0 
11.07.2018;06:30:00;0;W;T0 
11.07.2018;06:45:00;0;W;T0 
11.07.2018;07:00:00;0;W;T0 
11.07.2018;07:15:00;0;W;T0 
11.07.2018;07:30:00;0;W;T0 
11.07.2018;07:45:00;0;W;T0 
11.07.2018;08:00:00;0;W;T0 
11.07.2018;08:15:00;0;W;T0 
11.07.2018;08:30:00;0;W;T0 
11.07.2018;08:45:00;0;W;T0 
11.07.2018;09:00:00;0;W;T0 
11.07.2018;09:15:00;0;W;T0 
11.07.2018;09:30:00;0;W;T0 
11.07.2018;09:45:00;0;W;T0 
11.07.2018;10:00:00;0;W;T0 
11.07.2018;10:15:00;0;W;T0 
11.07.2018;10:30:00;0;W;T0 
11.07.2018;10:45:00;0;W;T0 
11.07.2018;11:00:00;0;W;T0 
11.07.2018;11:15:00;0;W;T0 
11.07.2018;11:30:00;0;W;T0 
11.07.2018;11:45:00;0;W;T0 
11.07.2018;12:00:00;22,5;W;T0 
11.07.2018;12:15:00;7,5;W;T0 
11.07.2018;12:30:00;17,5;W;T0 
11.07.2018;12:45:00;50;W;T0 
11.07.2018;13:00:00;85;W;T0 
11.07.2018;13:15:00;112,5;W;T0 
11.07.2018;13:30:00;80;W;T0 
11.07.2018;13:45:00;12,5;W;T0 
11.07.2018;14:00:00;2,5;W;T0 
11.07.2018;14:15:00;7,5;W;T0 
11.07.2018;14:30:00;12,5;W;T0 
11.07.2018;14:45:00;12,5;W;T0 
11.07.2018;15:00:00;2,5;W;T0 
11.07.2018;15:15:00;0;W;T0 
11.07.2018;15:30:00;0;W;T0 
11.07.2018;15:45:00;0;W;T0 
11.07.2018;16:00:00;0;W;T0 
11.07.2018;16:15:00;30;W;T0 
11.07.2018;16:30:00;17,5;W;T0 
11.07.2018;16:45:00;15;W;T0 
11.07.2018;17:00:00;2,5;W;T0 
11.07.2018;17:15:00;0;W;T0 
11.07.2018;17:30:00;0;W;T0 
11.07.2018;17:45:00;0;W;T0 
11.07.2018;18:00:00;0;W;T0 
11.07.2018;18:15:00;0;W;T0 
11.07.2018;18:30:00;0;W;T0 
11.07.2018;18:45:00;0;W;T0 
11.07.2018;19:00:00;0;W;T0 
11.07.2018;19:15:00;0;W;T0 
11.07.2018;19:30:00;0;W;T0 
11.07.2018;19:45:00;0;W;T0 
11.07.2018;20:00:00;0;W;T0 
11.07.2018;20:15:00;67,5;W;T0 
11.07.2018;20:30:00;82,5;W;T0 
11.07.2018;20:45:00;55;W;T0 
11.07.2018;21:00:00;37,5;W;T0 
11.07.2018;21:15:00;22,5;W;T0 
11.07.2018;21:30:00;15;W;T0 
11.07.2018;21:45:00;15;W;T0 
11.07.2018;22:00:00;42,5;W;T0 
11.07.2018;22:15:00;157,5;W;T0 
11.07.2018;22:30:00;195;W;T0 
11.07.2018;22:45:00;110;W;T0 
11.07.2018;23:00:00;95;W;T0 
11.07.2018;23:15:00;107,5;W;T0 
11.07.2018;23:30:00;85;W;T0 
11.07.2018;23:45:00;40;W;T0 
12.07.2018;00:00:00;55;W;T0 
12.07.2018;00:15:00;102,5;W;T0 
12.07.2018;00:30:00;62,5;W;T0 
12.07.2018;00:45:00;5;W;T0 
12.07.2018;01:00:00;0;W;T0 
12.07.2018;01:15:00;15;W;T0 
12.07.2018;01:30:00;52,5;W;T0 
12.07.2018;01:45:00;47,5;W;T0 
12.07.2018;02:00:00;100;W;T0 
12.07.2018;02:15:00;167,5;W;T0 
12.07.2018;02:30:00;50;W;T0 
12.07.2018;02:45:00;20;W;T0 
12.07.2018;03:00:00;55;W;T0 
12.07.2018;03:15:00;105;W;T0 
12.07.2018;03:30:00;107,5;W;T0 
12.07.2018;03:45:00;182,5;W;T0 
12.07.2018;04:00:00;257,5;W;T0 
12.07.2018;04:15:00;170;W;T0 
12.07.2018;04:30:00;35;W;T0 
12.07.2018;04:45:00;77,5;W;T0 
12.07.2018;05:00:00;45;W;T0 
12.07.2018;05:15:00;92,5;W;T0 
12.07.2018;05:30:00;245;W;T0 
12.07.2018;05:45:00;192,5;W;T0 
12.07.2018;06:00:00;127,5;W;T0 
12.07.2018;06:15:00;87,5;W;T0 
12.07.2018;06:30:00;90;W;T0 
12.07.2018;06:45:00;15;W;T0 
12.07.2018;07:00:00;0;W;T0 
12.07.2018;07:15:00;2,5;W;T0 
12.07.2018;07:30:00;0;W;T0 
12.07.2018;07:45:00;0;W;T0 
12.07.2018;08:00:00;27,5;W;T0 
12.07.2018;08:15:00;60;W;T0 
12.07.2018;08:30:00;57,5;W;T0 
12.07.2018;08:45:00;157,5;W;T0 
12.07.2018;09:00:00;202,5;W;T0 
12.07.2018;09:15:00;200;W;T0 
12.07.2018;09:30:00;250;W;T0 
12.07.2018;09:45:00;235;W;T0 
12.07.2018;10:00:00;307,5;W;T0 
12.07.2018;10:15:00;325;W;T0 
12.07.2018;10:30:00;260;W;T0 
12.07.2018;10:45:00;212,5;W;T0 
12.07.2018;11:00:00;150;W;T0 
12.07.2018;11:15:00;115;W;T0 
12.07.2018;11:30:00;140;W;T0 
12.07.2018;11:45:00;60;W;T0 
12.07.2018;12:00:00;37,5;W;T0 
12.07.2018;12:15:00;65;W;T0 
12.07.2018;12:30:00;147,5;W;T0 
12.07.2018;12:45:00;182,5;W;T0 
12.07.2018;13:00:00;257,5;W;T0 
12.07.2018;13:15:00;325;W;T0 
12.07.2018;13:30:00;310;W;T0 
12.07.2018;13:45:00;315;W;T0 
12.07.2018;14:00:00;272,5;W;T0 
12.07.2018;14:15:00;180;W;T0 
12.07.2018;14:30:00;285;W;T0 
12.07.2018;14:45:00;375;W;T0 
12.07.2018;15:00:00;122,5;W;T0 
12.07.2018;15:15:00;75;W;T0 
12.07.2018;15:30:00;52,5;W;T0 
12.07.2018;15:45:00;10;W;T0 
12.07.2018;16:00:00;65;W;T0 
12.07.2018;16:15:00;85;W;T0 
12.07.2018;16:30:00;132,5;W;T0 
12.07.2018;16:45:00;297,5;W;T0 
12.07.2018;17:00:00;607,5;W;T0 
12.07.2018;17:15:00;400;W;T0 
12.07.2018;17:30:00;402,5;W;T0 
12.07.2018;17:45:00;370;W;T0 
12.07.2018;18:00:00;402,5;W;T0 
12.07.2018;18:15:00;545;W;T0 
12.07.2018;18:30:00;590;W;T0 
12.07.2018;18:45:00;862,5;W;T0 
12.07.2018;19:00:00;917,5;W;T0 
12.07.2018;19:15:00;760;W;T0 
12.07.2018;19:30:00;580;W;T0 
12.07.2018;19:45:00;717,5;W;T0 
12.07.2018;20:00:00;600;W;T0 
12.07.2018;20:15:00;557,5;W;T0 
12.07.2018;20:30:00;420;W;T0 
12.07.2018;20:45:00;407,5;W;T0 
12.07.2018;21:00:00;310;W;T0 
12.07.2018;21:15:00;280;W;T0 
12.07.2018;21:30:00;470;W;T0 
12.07.2018;21:45:00;590;W;T0 
12.07.2018;22:00:00;377,5;W;T0 
12.07.2018;22:15:00;227,5;W;T0 
12.07.2018;22:30:00;220;W;T0 
12.07.2018;22:45:00;282,5;W;T0 
12.07.2018;23:00:00;412,5;W;T0 
12.07.2018;23:15:00;422,5;W;T0 
12.07.2018;23:30:00;357,5;W;T0 
12.07.2018;23:45:00;437,5;W;T0 
13.07.2018;00:00:00;437,5;W;T0 
13.07.2018;00:15:00;317,5;W;T0 
13.07.2018;00:30:00;242,5;W;T0 
13.07.2018;00:45:00;257,5;W;T0 
13.07.2018;01:00:00;442,5;W;T0 
13.07.2018;01:15:00;275;W;T0 
13.07.2018;01:30:00;77,5;W;T0 
13.07.2018;01:45:00;112,5;W;T0 
13.07.2018;02:00:00;57,5;W;T0 
13.07.2018;02:15:00;40;W;T0 
13.07.2018;02:30:00;80;W;T0 
13.07.2018;02:45:00;102,5;W;T0 
13.07.2018;03:00:00;232,5;W;T0 
13.07.2018;03:15:00;87,5;W;T0 
13.07.2018;03:30:00;37,5;W;T0 
13.07.2018;03:45:00;22,5;W;T0 
13.07.2018;04:00:00;55;W;T0 
13.07.2018;04:15:00;62,5;W;T0 
13.07.2018;04:30:00;37,5;W;T0 
13.07.2018;04:45:00;42,5;W;T0 
13.07.2018;05:00:00;70;W;T0 
13.07.2018;05:15:00;90;W;T0 
13.07.2018;05:30:00;92,5;W;T0 
13.07.2018;05:45:00;105;W;T0 
13.07.2018;06:00:00;125;W;T0 
13.07.2018;06:15:00;142,5;W;T0 
13.07.2018;06:30:00;177,5;W;T0 
13.07.2018;06:45:00;125;W;T0 
13.07.2018;07:00:00;92,5;W;T0 
13.07.2018;07:15:00;132,5;W;T0 
13.07.2018;07:30:00;177,5;W;T0 
13.07.2018;07:45:00;230;W;T0 
13.07.2018;08:00:00;160;W;T0 
13.07.2018;08:15:00;160;W;T0 
13.07.2018;08:30:00;190;W;T0 
13.07.2018;08:45:00;195;W;T0 
13.07.2018;09:00:00;132,5;W;T0 
13.07.2018;09:15:00;97,5;W;T0 
13.07.2018;09:30:00;80;W;T0 
13.07.2018;09:45:00;92,5;W;T0 
13.07.2018;10:00:00;115;W;T0 
13.07.2018;10:15:00;52,5;W;T0 
13.07.2018;10:30:00;70;W;T0 
13.07.2018;10:45:00;50;W;T0 
13.07.2018;11:00:00;120;W;T0 
13.07.2018;11:15:00;95;W;T0 
13.07.2018;11:30:00;185;W;T0 
13.07.2018;11:45:00;347,5;W;T0 
13.07.2018;12:00:00;265;W;T0 
13.07.2018;12:15:00;240;W;T0 
13.07.2018;12:30:00;175;W;T0 
13.07.2018;12:45:00;380;W;T0 
13.07.2018;13:00:00;500;W;T0 
13.07.2018;13:15:00;485;W;T0 
13.07.2018;13:30:00;672,5;W;T0 
13.07.2018;13:45:00;460;W;T0 
13.07.2018;14:00:00;377,5;W;T0 
13.07.2018;14:15:00;365;W;T0 
13.07.2018;14:30:00;437,5;W;T0 
13.07.2018;14:45:00;600;W;T0 
13.07.2018;15:00:00;1.145,00;W;T0 
13.07.2018;15:15:00;645;W;T0 
13.07.2018;15:30:00;625;W;T0 
13.07.2018;15:45:00;770;W;T0 
13.07.2018;16:00:00;382,5;W;T0 
13.07.2018;16:15:00;540;W;T0 
13.07.2018;16:30:00;640;W;T0 
13.07.2018;16:45:00;487,5;W;T0 
13.07.2018;17:00:00;305;W;T0 
13.07.2018;17:15:00;225;W;T0 
13.07.2018;17:30:00;135;W;T0 
13.07.2018;17:45:00;122,5;W;T0 
13.07.2018;18:00:00;57,5;W;T0 
13.07.2018;18:15:00;70;W;T0 
13.07.2018;18:30:00;2,5;W;T0 
13.07.2018;18:45:00;15;W;T0 
13.07.2018;19:00:00;7,5;W;T0 
13.07.2018;19:15:00;32,5;W;T0 
13.07.2018;19:30:00;42,5;W;T0 
13.07.2018;19:45:00;27,5;W;T0 
13.07.2018;20:00:00;10;W;T0 
13.07.2018;20:15:00;7,5;W;T0 
13.07.2018;20:30:00;35;W;T0 
13.07.2018;20:45:00;135;W;T0 
13.07.2018;21:00:00;242,5;W;T0 
13.07.2018;21:15:00;257,5;W;T0 
13.07.2018;21:30:00;260;W;T0 
13.07.2018;21:45:00;347,5;W;T0 
13.07.2018;22:00:00;295;W;T0 
13.07.2018;22:15:00;750;W;T0 
13.07.2018;22:30:00;385;W;T0 
13.07.2018;22:45:00;232,5;W;T0 
13.07.2018;23:00:00;207,5;W;T0 
13.07.2018;23:15:00;25;W;T0 
13.07.2018;23:30:00;0;W;T0 
13.07.2018;23:45:00;0;W;T0 
14.07.2018;00:00:00;0;W;T0 
14.07.2018;00:15:00;0;W;T0 
14.07.2018;00:30:00;0;W;T0 
14.07.2018;00:45:00;0;W;T0 
14.07.2018;01:00:00;0;W;T0 
14.07.2018;01:15:00;0;W;T0 
14.07.2018;01:30:00;0;W;T0 
14.07.2018;01:45:00;0;W;T0 
14.07.2018;02:00:00;0;W;T0 
14.07.2018;02:15:00;0;W;T0 
14.07.2018;02:30:00;0;W;T0 
14.07.2018;02:45:00;0;W;T0 
14.07.2018;03:00:00;2,5;W;T0 
14.07.2018;03:15:00;17,5;W;T0 
14.07.2018;03:30:00;7,5;W;T0 
14.07.2018;03:45:00;0;W;T0 
14.07.2018;04:00:00;10;W;T0 
14.07.2018;04:15:00;30;W;T0 
14.07.2018;04:30:00;90;W;T0 
14.07.2018;04:45:00;95;W;T0 
14.07.2018;05:00:00;170;W;T0 
14.07.2018;05:15:00;137,5;W;T0 
14.07.2018;05:30:00;90;W;T0 
14.07.2018;05:45:00;112,5;W;T0 
14.07.2018;06:00:00;67,5;W;T0 
14.07.2018;06:15:00;17,5;W;T0 
14.07.2018;06:30:00;22,5;W;T0 
14.07.2018;06:45:00;7,5;W;T0 
14.07.2018;07:00:00;10;W;T0 
14.07.2018;07:15:00;7,5;W;T0 
14.07.2018;07:30:00;2,5;W;T0 
14.07.2018;07:45:00;0;W;T0 
14.07.2018;08:00:00;0;W;T0 
14.07.2018;08:15:00;0;W;T0 
14.07.2018;08:30:00;0;W;T0 
14.07.2018;08:45:00;0;W;T0 
14.07.2018;09:00:00;0;W;T0 
14.07.2018;09:15:00;0;W;T0 
14.07.2018;09:30:00;0;W;T0 
14.07.2018;09:45:00;0;W;T0 
14.07.2018;10:00:00;0;W;T0 
14.07.2018;10:15:00;20;W;T0 
14.07.2018;10:30:00;57,5;W;T0 
14.07.2018;10:45:00;82,5;W;T0 
14.07.2018;11:00:00;70;W;T0 
14.07.2018;11:15:00;70;W;T0 
14.07.2018;11:30:00;60;W;T0 
14.07.2018;11:45:00;150;W;T0 
14.07.2018;12:00:00;130;W;T0 
14.07.2018;12:15:00;167,5;W;T0 
14.07.2018;12:30:00;122,5;W;T0 
14.07.2018;12:45:00;60;W;T0 
14.07.2018;13:00:00;147,5;W;T0 
14.07.2018;13:15:00;145;W;T0 
14.07.2018;13:30:00;222,5;W;T0 
14.07.2018;13:45:00;107,5;W;T0 
14.07.2018;14:00:00;122,5;W;T0 
14.07.2018;14:15:00;67,5;W;T0 
14.07.2018;14:30:00;70;W;T0 
14.07.2018;14:45:00;105;W;T0 
14.07.2018;15:00:00;87,5;W;T0 
14.07.2018;15:15:00;45;W;T0 
14.07.2018;15:30:00;247,5;W;T0 
14.07.2018;15:45:00;195;W;T0 
14.07.2018;16:00:00;177,5;W;T0 
14.07.2018;16:15:00;267,5;W;T0 
14.07.2018;16:30:00;285;W;T0 
14.07.2018;16:45:00;202,5;W;T0 
14.07.2018;17:00:00;160;W;T0 
14.07.2018;17:15:00;175;W;T0 
14.07.2018;17:30:00;190;W;T0 
14.07.2018;17:45:00;157,5;W;T0 
14.07.2018;18:00:00;210;W;T0 
14.07.2018;18:15:00;260;W;T0 
14.07.2018;18:30:00;172,5;W;T0 
14.07.2018;18:45:00;192,5;W;T0 
14.07.2018;19:00:00;147,5;W;T0 
14.07.2018;19:15:00;117,5;W;T0 
14.07.2018;19:30:00;150;W;T0 
14.07.2018;19:45:00;100;W;T0 
14.07.2018;20:00:00;102,5;W;T0 
14.07.2018;20:15:00;140;W;T0 
14.07.2018;20:30:00;127,5;W;T0 
14.07.2018;20:45:00;102,5;W;T0 
14.07.2018;21:00:00;125;W;T0 
14.07.2018;21:15:00;92,5;W;T0 
14.07.2018;21:30:00;110;W;T0 
14.07.2018;21:45:00;102,5;W;T0 
14.07.2018;22:00:00;140;W;T0 
14.07.2018;22:15:00;212,5;W;T0 
14.07.2018;22:30:00;155;W;T0 
14.07.2018;22:45:00;145;W;T0 
14.07.2018;23:00:00;130;W;T0 
14.07.2018;23:15:00;152,5;W;T0 
14.07.2018;23:30:00;145;W;T0 
14.07.2018;23:45:00;130;W;T0 
15.07.2018;00:00:00;105;W;T0 
15.07.2018;00:15:00;117,5;W;T0 
15.07.2018;00:30:00;110;W;T0 
15.07.2018;00:45:00;120;W;T0 
15.07.2018;01:00:00;97,5;W;T0 
15.07.2018;01:15:00;82,5;W;T0 
15.07.2018;01:30:00;52,5;W;T0 
15.07.2018;01:45:00;70;W;T0 
15.07.2018;02:00:00;127,5;W;T0 
15.07.2018;02:15:00;152,5;W;T0 
15.07.2018;02:30:00;122,5;W;T0 
15.07.2018;02:45:00;22,5;W;T0 
15.07.2018;03:00:00;0;W;T0 
15.07.2018;03:15:00;0;W;T0 
15.07.2018;03:30:00;0;W;T0 
15.07.2018;03:45:00;0;W;T0 
15.07.2018;04:00:00;0;W;T0 
15.07.2018;04:15:00;0;W;T0 
15.07.2018;04:30:00;0;W;T0 
15.07.2018;04:45:00;0;W;T0 
15.07.2018;05:00:00;0;W;T0 
15.07.2018;05:15:00;0;W;T0 
15.07.2018;05:30:00;0;W;T0 
15.07.2018;05:45:00;0;W;T0 
15.07.2018;06:00:00;0;W;T0 
15.07.2018;06:15:00;0;W;T0 
15.07.2018;06:30:00;0;W;T0 
15.07.2018;06:45:00;12,5;W;T0 
15.07.2018;07:00:00;2,5;W;T0 
15.07.2018;07:15:00;0;W;T0 
15.07.2018;07:30:00;0;W;T0 
15.07.2018;07:45:00;0;W;T0 
15.07.2018;08:00:00;0;W;T0 
15.07.2018;08:15:00;0;W;T0 
15.07.2018;08:30:00;0;W;T0 
15.07.2018;08:45:00;0;W;T0 
15.07.2018;09:00:00;0;W;T0 
15.07.2018;09:15:00;0;W;T0 
15.07.2018;09:30:00;0;W;T0 
15.07.2018;09:45:00;0;W;T0 
15.07.2018;10:00:00;0;W;T0 
15.07.2018;10:15:00;0;W;T0 
15.07.2018;10:30:00;0;W;T0 
15.07.2018;10:45:00;0;W;T0 
15.07.2018;11:00:00;0;W;T0 
15.07.2018;11:15:00;0;W;T0 
15.07.2018;11:30:00;0;W;T0 
15.07.2018;11:45:00;0;W;T0 
15.07.2018;12:00:00;0;W;T0 
15.07.2018;12:15:00;5;W;T0 
15.07.2018;12:30:00;2,5;W;T0 
15.07.2018;12:45:00;2,5;W;T0 
15.07.2018;13:00:00;0;W;T0 
15.07.2018;13:15:00;0;W;T0 
15.07.2018;13:30:00;0;W;T0 
15.07.2018;13:45:00;10;W;T0 
15.07.2018;14:00:00;32,5;W;T0 
15.07.2018;14:15:00;10;W;T0 
15.07.2018;14:30:00;2,5;W;T0 
15.07.2018;14:45:00;15;W;T0 
15.07.2018;15:00:00;32,5;W;T0 
15.07.2018;15:15:00;35;W;T0 
15.07.2018;15:30:00;35;W;T0 
15.07.2018;15:45:00;80;W;T0 
15.07.2018;16:00:00;47,5;W;T0 
15.07.2018;16:15:00;77,5;W;T0 
15.07.2018;16:30:00;67,5;W;T0 
15.07.2018;16:45:00;42,5;W;T0 
15.07.2018;17:00:00;92,5;W;T0 
15.07.2018;17:15:00;77,5;W;T0 
15.07.2018;17:30:00;57,5;W;T0 
15.07.2018;17:45:00;5;W;T0 
15.07.2018;18:00:00;15;W;T0 
15.07.2018;18:15:00;12,5;W;T0 
15.07.2018;18:30:00;10;W;T0 
15.07.2018;18:45:00;30;W;T0 
15.07.2018;19:00:00;55;W;T0 
15.07.2018;19:15:00;112,5;W;T0 
15.07.2018;19:30:00;45;W;T0 
15.07.2018;19:45:00;117,5;W;T0 
15.07.2018;20:00:00;132,5;W;T0 
15.07.2018;20:15:00;147,5;W;T0 
15.07.2018;20:30:00;155;W;T0 
15.07.2018;20:45:00;112,5;W;T0 
15.07.2018;21:00:00;110;W;T0 
15.07.2018;21:15:00;50;W;T0 
15.07.2018;21:30:00;45;W;T0 
15.07.2018;21:45:00;107,5;W;T0 
15.07.2018;22:00:00;130;W;T0 
15.07.2018;22:15:00;180;W;T0 
15.07.2018;22:30:00;267,5;W;T0 
15.07.2018;22:45:00;280;W;T0 
15.07.2018;23:00:00;167,5;W;T0 
15.07.2018;23:15:00;110;W;T0 
15.07.2018;23:30:00;102,5;W;T0 
15.07.2018;23:45:00;60;W;T0 
16.07.2018;00:00:00;132,5;W;T0 
16.07.2018;00:15:00;142,5;W;T0 
16.07.2018;00:30:00;117,5;W;T0 
16.07.2018;00:45:00;57,5;W;T0 
16.07.2018;01:00:00;17,5;W;T0 
16.07.2018;01:15:00;37,5;W;T0 
16.07.2018;01:30:00;50;W;T0 
16.07.2018;01:45:00;32,5;W;T0 
16.07.2018;02:00:00;0;W;T0 
16.07.2018;02:15:00;0;W;T0 
16.07.2018;02:30:00;0;W;T0 
16.07.2018;02:45:00;0;W;T0 
16.07.2018;03:00:00;0;W;T0 
16.07.2018;03:15:00;0;W;T0 
16.07.2018;03:30:00;0;W;T0 
16.07.2018;03:45:00;0;W;T0 
16.07.2018;04:00:00;0;W;T0 
16.07.2018;04:15:00;0;W;T0 
16.07.2018;04:30:00;0;W;T0 
16.07.2018;04:45:00;0;W;T0 
16.07.2018;05:00:00;0;W;T0 
16.07.2018;05:15:00;0;W;T0 
16.07.2018;05:30:00;0;W;T0 
16.07.2018;05:45:00;0;W;T0 
16.07.2018;06:00:00;0;W;T0 
16.07.2018;06:15:00;0;W;T0 
16.07.2018;06:30:00;0;W;T0 
16.07.2018;06:45:00;0;W;T0 
16.07.2018;07:00:00;0;W;T0 
16.07.2018;07:15:00;0;W;T0 
16.07.2018;07:30:00;0;W;T0 
16.07.2018;07:45:00;0;W;T0 
16.07.2018;08:00:00;0;W;T0 
16.07.2018;08:15:00;0;W;T0 
16.07.2018;08:30:00;0;W;T0 
16.07.2018;08:45:00;0;W;T0 
